tv_show,season,episode,title,rating,votes,release_date
Futurama,10,2,Fry and Leela's Big Fling,7.9,2110,2013-06-19
Futurama,10,3,T.: The Terrestrial,7.3,2011,2013-06-26
Futurama,10,4,Forty Percent Leadbelly,6.6,2058,2013-07-03
Futurama,10,5,The Inhuman Torch,7.2,1982,2013-07-10
Futurama,10,6,Saturday Morning Fun Pit,6.8,2303,2013-07-17
Futurama,10,7,Calculon 2.0,7.1,1995,2013-07-24
Futurama,10,8,Assie Come Home,7.1,1985,2013-07-31
Futurama,10,9,Leela and the Genestalk,7.0,1955,2013-08-07
Futurama,10,10,Game of Tones,8.5,2770,2013-08-14
Futurama,10,11,Murder on the Planet Express,8.5,2396,2013-08-21
Futurama,10,12,Stench and Stenchibility,7.9,2328,2013-08-28
Futurama,10,13,Meanwhile,9.4,4966,2013-09-04
Futurama,11,1,The Impossible Stream,7.2,2918,2023-07-24
Futurama,11,2,Children of a Lesser Bog,6.8,2066,2023-07-31
Futurama,11,3,How the West Was 1010001,6.7,1882,2023-08-06
Futurama,11,4,Parasites Regained,6.7,1695,2023-08-13
Futurama,11,5,Related to Items You've Viewed,7.5,1604,2023-08-20
Futurama,11,6,I Know What You Did Next Xmas,7.4,1544,2023-08-28
Futurama,11,7,Rage Against the Vaccine,6.3,1718,2023-09-03
Futurama,11,8,Zapp Gets Canceled,7.0,1333,2023-09-11
Futurama,11,9,The Prince and the Product,4.3,2134,2023-09-17
Futurama,11,10,All the Way Down,8.0,1597,2024-09-24
Futurama,12,1,The One Amigo,6.3,1155,2024-07-29
Futurama,12,2,Quids Game,6.8,1094,2024-08-04
Futurama,12,3,The Temp,7.2,946,2024-08-10
Futurama,12,4,Beauty and the Bug,6.4,820,2024-08-19
Futurama,12,5,One Is Silicon and the Other Gold,6.6,766,2024-08-26
Futurama,12,6,Attack of the Clothes,7.0,790,2024-09-02
Futurama,12,7,Planet Espresso,6.9,717,2024-09-09
Futurama,12,8,Cuteness Overlord,7.0,662,2024-09-16
Futurama,12,9,The Futurama Mystery Liberry,6.1,704,2024-09-23
Futurama,12,10,Otherwise,7.5,670,2024-09-30
Futurama,13,1,Destroy Tall Monsters,,0,
Futurama,13,2,Episode #13.2,,0,
Futurama,13,3,Episode #13.3,,0,
Futurama,13,4,Episode #13.4,,0,
Futurama,13,5,Episode #13.5,,0,
Futurama,13,6,Episode #13.6,,0,
Futurama,13,7,Episode #13.7,,0,
Futurama,13,8,Episode #13.8,,0,
Futurama,13,9,Episode #13.9,,0,
Futurama,13,10,Episode #13.10,,0,
Futurama,14,1,Episode #14.1,,0,
Futurama,14,2,Episode #14.2,,0,
Futurama,14,3,Episode #14.3,,0,
Futurama,14,4,Episode #14.4,,0,
Futurama,14,5,Episode #14.5,,0,
Futurama,14,6,Episode #14.6,,0,
Futurama,14,7,Episode #14.7,,0,
Futurama,14,8,Episode #14.8,,0,
Futurama,14,9,Episode #14.9,,0,
Futurama,14,10,Episode #14.10,,0,
Hagane no renkinjutsushi,1,1,Taiyô ni idomu mono,7.7,895,2003-10-04
Hagane no renkinjutsushi,1,2,Kinki no karada,7.7,815,2003-10-11
Hagane no renkinjutsushi,1,3,Okâsan......,8.1,814,2003-10-18
Hagane no renkinjutsushi,1,4,Ai no rensei,7.0,745,2003-10-25
Hagane no renkinjutsushi,1,5,Shissô! Ôtomeiru,7.6,703,2003-11-01
Hagane no renkinjutsushi,1,6,Kokka renkinjutsushi shikaku shiken,7.8,695,2003-11-08
Hagane no renkinjutsushi,1,7,Kimera ga naku yoru,9.0,1037,2003-11-15
Hagane no renkinjutsushi,1,8,Kenja no ishi,8.1,659,2003-11-22
Hagane no renkinjutsushi,1,9,Gun no inu no sunadokei,7.8,638,2003-11-29
Hagane no renkinjutsushi,1,10,Kaitô sairên,7.4,630,2003-12-06
Hagane no renkinjutsushi,1,11,Sareki no daichi Zenpen,7.4,595,2003-12-13
Hagane no renkinjutsushi,1,12,Sareki no daichi Kôhen,7.4,591,2003-12-20
Hagane no renkinjutsushi,1,13,Hôno vs Hagane,7.9,608,2003-12-27
Hagane no renkinjutsushi,1,14,Hakai no migite,7.8,578,2004-01-10
Hagane no renkinjutsushi,1,15,Ishvâru gyakushatsu,8.3,594,2004-01-17
Hagane no renkinjutsushi,1,16,Ushinawareta mono,7.5,558,2004-01-24
Hagane no renkinjutsushi,1,17,Kazoku no matsu ie,7.8,566,2004-01-31
Hagane no renkinjutsushi,1,18,Marukô nôto,7.6,544,2004-02-07
Hagane no renkinjutsushi,1,19,Shinjitsu no oku no oku,7.9,539,2004-02-14
Hagane no renkinjutsushi,1,20,Shugosha no tamashii,8.2,558,2004-02-21
Hagane no renkinjutsushi,1,21,Akai kagayaki,8.4,573,2004-02-28
Hagane no renkinjutsushi,1,22,Tsukurareta ningen,8.5,584,2004-03-06
Hagane no renkinjutsushi,1,23,Hagane no kokoro,7.7,543,2004-03-13
Hagane no renkinjutsushi,1,24,Omoide no teichaku,7.7,535,2004-03-20
Hagane no renkinjutsushi,1,25,Wakare no gishiki,8.9,744,2004-03-27
Hagane no renkinjutsushi,1,26,Kanojo no riyû,7.3,517,2004-04-03
Hagane no renkinjutsushi,1,27,Sensei,7.9,528,2004-04-10
Hagane no renkinjutsushi,1,28,"Ichi wa zen, zen wa ichi",7.9,522,2004-04-17
Hagane no renkinjutsushi,1,29,Kegarenaki kodomo,8.1,519,2004-04-24
Hagane no renkinjutsushi,1,30,Nanpô shireibu shûgeki,8.0,503,2004-05-01
Hagane no renkinjutsushi,1,31,Tsumi,8.1,513,2004-05-08
Hagane no renkinjutsushi,1,32,Fukai mori no Dante,7.6,501,2004-05-15
Hagane no renkinjutsushi,1,33,Torawareta Aru,7.7,495,2004-05-29
Hagane no renkinjutsushi,1,34,Gôyoku no riron,8.4,535,2004-06-05
Hagane no renkinjutsushi,1,35,Gusha no saikai,7.7,499,2004-06-12
Hagane no renkinjutsushi,1,36,Waga uchinaru togabito,7.5,490,2004-06-19
Hagane no renkinjutsushi,1,37,Honô no renkinjutsushi/Tatakai shôi-san/Dai jûsan sôko no kai,7.7,526,2004-06-26
Hagane no renkinjutsushi,1,38,Kawa no nagare ni,7.4,483,2004-07-03
Hagane no renkinjutsushi,1,39,Tôhô naisen,7.9,480,2004-07-10
Hagane no renkinjutsushi,1,40,Kizuato,8.6,511,2004-07-10
Hagane no renkinjutsushi,1,41,Seibo,8.5,506,2004-07-24
Hagane no renkinjutsushi,1,42,Ka no na o shirazu,8.7,520,2004-07-24
Hagane no renkinjutsushi,1,43,Norainu wa nigedashita,8.1,487,2004-07-31
Hagane no renkinjutsushi,1,44,Hikari no hôenhaimu,8.2,487,2004-08-07
Hagane no renkinjutsushi,1,45,Kokoro o rekka saseru mono,8.1,486,2004-08-21
Hagane no renkinjutsushi,1,46,Jintai rensei,8.0,483,2004-08-28
Hagane no renkinjutsushi,1,47,Homunkurusu fun'in,8.4,498,2004-09-04
Hagane no renkinjutsushi,1,48,Sayônara,8.0,493,2004-09-11
Hagane no renkinjutsushi,1,49,Tobira no mukô e,8.2,499,2004-09-18
Hagane no renkinjutsushi,1,50,Shi,8.7,557,2004-09-25
Skam,1,1,Du ser ut som en slut,7.1,677,2015-09-25
Skam,1,2,"Jonas, dette er helt dust",7.2,502,2015-10-02
Skam,1,3,Vi er de største loserne på skolen,7.6,491,2015-10-09
Skam,1,4,Go for it din lille slut,7.6,468,2015-10-16
Skam,1,5,Hva er det som gjør deg kåt?,7.6,456,2015-10-23
Skam,1,6,Man vet når gutter lyver,7.7,471,2015-10-30
Skam,1,7,Tenker alltid det er meg det er noe galt med,7.9,455,2015-11-13
Skam,1,8,Hele skolen hater meg,7.9,454,2015-11-20
Skam,1,9,Man er det man gjør,8.2,452,2015-11-27
Skam,1,10,Jeg tenker at du har blitt helt psyko,8.3,469,2015-12-04
Skam,1,11,Et jævlig dumt valg,8.5,505,2015-12-11
Skam,2,1,Om du bare hadde holdt det du lovet,7.7,476,2016-03-04
Skam,2,2,Du lyver til en venninne og skylder på meg,7.8,450,2016-03-11
Skam,2,3,Er det noe du skjuler for oss?,8.3,512,2016-03-18
Skam,2,4,Jeg visste det var noe rart med henne,7.4,465,2016-03-25
Skam,2,5,Jeg er i hvert fall ikke sjalu,8.1,475,2016-04-01
Skam,2,6,Jeg vil ikke bli beskytta,7.7,441,2016-04-22
Skam,2,7,"Noora, du trenger pikk",7.7,436,2016-04-29
Skam,2,8,Du tenker bare på William,8.0,453,2016-05-06
Skam,2,9,Jeg savner deg så jævlig,8.0,432,2016-05-13
Skam,2,10,Jeg skal forklare alt,8.6,494,2016-05-20
Skam,2,11,Husker du seriøst ingenting?,8.1,449,2016-05-27
Skam,2,12,Vil du flytte sammen med meg?,8.1,466,2016-06-03
Skam,3,1,"Lykke til, Isak",8.5,796,2016-10-07
Skam,3,2,"Du er over 18, sant?",8.6,745,2016-10-14
Skam,3,3,Nå bånder dere i overkant mye,8.8,755,2016-10-21
Skam,3,4,Keen på å bade,8.9,794,2016-10-28
Skam,3,5,Samme tid et helt annet sted,9.0,802,2016-11-04
Skam,3,6,Escobar Season,8.8,732,2016-11-18
Skam,3,7,Er du homo?,9.1,821,2016-11-25
Skam,3,8,Mannen i mitt liv,9.1,818,2016-12-02
Skam,3,9,Det går over,9.4,1142,2016-12-09
Skam,3,10,Minutt for minutt,9.2,879,2016-12-16
Skam,4,1,Du hater å henge med oss,7.9,359,2017-04-14
Skam,4,2,"Jeg er gutt, jeg får ikke hat",7.8,317,2017-04-21
Skam,4,3,Hva mener du om drikking?,7.9,296,2017-04-28
Skam,4,4,Allah hadde digget deg,8.1,316,2017-05-05
Skam,4,5,Hvis du er trist er jeg trist,8.6,352,2017-05-12
Skam,4,6,Har du en dårlig dag?,7.6,291,2017-05-26
Skam,4,7,Vi må stå sammen,8.0,292,2017-06-02
Skam,4,8,De største loserne på skolen,8.6,347,2017-06-09
Skam,4,9,Livet smiler,8.1,294,2017-06-16
Skam,4,10,Takk for alt,9.3,613,2017-06-24
Shameless,1,1,Pilot,8.4,4516,2011-03-20
Shameless,1,2,Frank the Plank,8.0,3549,2011-01-16
Shameless,1,3,Aunt Ginger,8.4,3421,2011-01-23
Shameless,1,4,Casey Casden,8.3,3250,2011-01-30
Shameless,1,5,Three Boys,7.8,3085,2011-02-06
Shameless,1,6,Killer Carl,7.9,3012,2011-02-13
Shameless,1,7,"Frank Gallagher: Loving Husband, Devoted Father",8.2,2964,2011-02-20
Shameless,1,8,It's Time to Kill the Turtle,8.4,2928,2011-02-27
Shameless,1,9,But at Last Came a Knock,8.6,3055,2011-03-06
Shameless,1,10,Nana Gallagher Had an Affair,8.5,2881,2011-03-13
Shameless,1,11,Daddyz Girl,8.4,2827,2011-03-20
Shameless,1,12,"Father Frank, Full of Grace",8.8,3079,2011-03-27
Shameless,2,1,Summertime,8.0,2853,2012-01-08
Shameless,2,2,Summer Loving,7.8,2663,2012-01-15
Shameless,2,3,I'll Light a Candle for You Every Day,8.0,2631,2012-01-22
Shameless,2,4,A Beautiful Mess,8.3,2565,2012-01-29
Shameless,2,5,Father's Day,8.1,2484,2012-02-05
Shameless,2,6,Can I Have a Mother,8.3,2479,2012-02-12
Shameless,2,7,A Bottle of Jean Nate,7.9,2429,2012-02-19
Shameless,2,8,Parenthood,8.4,2473,2012-03-04
Shameless,2,9,Hurricane Monica,8.1,2433,2012-03-11
Shameless,2,10,A Great Cause,8.4,2449,2012-03-18
Shameless,2,11,Just Like the Pilgrims Intended,9.1,3272,2012-03-25
Shameless,2,12,Fiona Interrupted,8.6,2586,2012-04-01
Shameless,3,1,El Gran Cañon,8.4,2545,2013-01-13
Shameless,3,2,The American Dream,8.3,2416,2013-01-20
Shameless,3,3,May I Trim Your Hedges?,8.6,2581,2013-01-27
Shameless,3,4,The Helpful Gallaghers,8.3,2386,2013-02-10
Shameless,3,5,The Sins of My Caretaker,8.6,2454,2013-02-17
Shameless,3,6,Cascading Failures,8.8,2541,2013-02-24
Shameless,3,7,A Long Way from Home,8.5,2358,2013-03-03
Shameless,3,8,Where There's a Will,8.3,2265,2013-03-10
Shameless,3,9,Frank the Plumber,8.8,2454,2013-03-17
Shameless,3,10,Civil Wrongs,8.2,2215,2013-03-24
Shameless,3,11,Order Room Service,8.5,2335,2013-03-31
Shameless,3,12,Survival of the Fittest,9.1,2854,2013-04-07
Shameless,4,1,Simple Pleasures,8.0,2435,2014-01-12
Shameless,4,2,My Oldest Daughter,8.3,2270,2014-01-19
Shameless,4,3,"Like Father, Like Daughter",8.2,2272,2014-01-26
Shameless,4,4,Strangers on a Train,8.4,2252,2014-02-02
Shameless,4,5,There's the Rub,9.0,2649,2014-02-09
Shameless,4,6,Iron City,8.8,2393,2014-02-16
Shameless,4,7,"A Jailbird, Invalid, Martyr, Cutter, Retard, and Parasitic Twin",8.8,2436,2014-02-23
Shameless,4,8,Hope Springs Paternal,8.6,2361,2014-03-09
Shameless,4,9,The Legend of Bonnie and Carl,8.8,2488,2014-03-16
Shameless,4,10,"Liver, I Hardly Know Her",8.7,2310,2014-03-23
Shameless,4,11,Emily,9.2,3380,2014-03-30
Shameless,4,12,Lazarus,9.3,4663,2014-04-06
Shameless,5,1,Milk of the Gods,8.2,2430,2015-01-11
Shameless,5,2,I'm the Liver,8.3,2235,2015-01-18
Shameless,5,3,The Two Lisas,8.5,2329,2015-01-25
Shameless,5,4,"A Night to Remem... Wait, What?",8.6,2396,2015-02-01
Shameless,5,5,Rite of Passage,8.7,2363,2015-02-08
Shameless,5,6,Crazy Love,9.1,3150,2015-02-15
Shameless,5,7,Tell Me You F**King Need Me,8.5,2272,2015-03-01
Shameless,5,8,Uncle Carl,8.8,2371,2015-03-08
Shameless,5,9,Carl's First Sentencing,9.0,2515,2015-03-15
Shameless,5,10,South Side Rules,8.7,2310,2015-03-22
Shameless,5,11,Drugs Actually,8.9,2379,2015-03-29
Shameless,5,12,Love Songs (In the Key of Gallagher),8.2,2803,2015-04-05
Shameless,6,1,I Only Miss Her When I'm Breathing,8.3,2295,2016-01-10
Shameless,6,2,#AbortionRules,7.9,2117,2016-01-17
Shameless,6,3,The F Word,8.4,2138,2016-01-24
Shameless,6,4,"Going Once, Going Twice",8.4,2036,2016-01-31
Shameless,6,5,Refugees,8.3,2064,2016-02-07
Shameless,6,6,NSFW,8.5,2263,2016-02-14
Shameless,6,7,Pimp's Paradise,7.9,1973,2016-02-21
Shameless,6,8,Be a Good Boy. Come for Grandma,8.2,1947,2016-03-06
Shameless,6,9,A Yurt of One's Own,8.5,2000,2016-03-13
Shameless,6,10,Paradise Lost,8.2,1858,2016-03-20
Shameless,6,11,Sleep No More,8.8,2070,2016-03-27
Shameless,6,12,Familia Supra Gallegorious Omnia!,8.9,2318,2016-04-03
Shameless,7,1,Hiraeth,8.4,2080,2016-10-02
Shameless,7,2,"Swipe, F**k, Leave",8.0,1932,2016-10-09
Shameless,7,3,Home Sweet Homeless Shelter,8.3,1911,2016-10-16
Shameless,7,4,I Am A Storm,8.4,2000,2016-10-23
Shameless,7,5,Own Your Sh*t,7.9,1841,2016-10-30
Shameless,7,6,The Defenestration of Frank,8.4,1830,2016-11-06
Shameless,7,7,You'll Never Ever Get a Chicken in Your Whole Entire Life,8.0,1845,2016-11-13
Shameless,7,8,"You Sold Me the Laundromat, Remember?",8.9,2255,2016-11-20
Shameless,7,9,Ouroboros,8.4,1860,2016-11-27
Shameless,7,10,Ride or Die,8.7,2129,2016-12-04
Shameless,7,11,Happily Ever After,9.1,2515,2016-12-11
Shameless,7,12,Requiem for a Slut,9.2,2615,2016-12-18
Shameless,8,1,We Become What We... Frank!,8.3,1829,2017-11-05
Shameless,8,2,Where's My Meth?,8.1,1573,2017-11-12
Shameless,8,3,God Bless Her Rotting Soul,8.9,1898,2017-11-19
Shameless,8,4,F**k Paying It Forward,8.3,1543,2017-11-26
Shameless,8,5,The (Mis)Education of Liam Fergus Beircheart Gallagher,8.1,1467,2017-12-03
Shameless,8,6,Icarus Fell. And Rusty Ate Him.,8.1,1472,2017-12-10
Shameless,8,7,Occupy Fiona,8.0,1467,2017-12-17
Shameless,8,8,Frank's Northern Shuttle Express,8.0,1473,2017-12-31
Shameless,8,9,The Fugees,7.8,1431,2018-01-07
Shameless,8,10,Church of Gay Jesus,7.7,1463,2018-01-14
Shameless,8,11,A Gallagher Pedicure,8.4,1539,2018-01-21
Shameless,8,12,Sleepwalking,8.1,1529,2018-01-28
Shameless,9,1,"Are You There Shim? It's Me, Ian.",8.0,1671,2018-09-09
Shameless,9,2,Mo White!,7.3,1485,2018-09-16
Shameless,9,3,Weirdo Gallagher Vortex,7.4,1406,2018-09-23
Shameless,9,4,"Do Right, Vote White!",7.6,1495,2018-09-30
Shameless,9,5,Black-Haired Ginger,8.1,1418,2018-10-07
Shameless,9,6,"Face It, You're Gorgeous",8.9,1957,2018-10-14
Shameless,9,7,Down Like the Titanic,8.2,1434,2018-10-21
Shameless,9,8,The Apple Doesn't Fall Far from the Alibi,7.5,1351,2019-01-20
Shameless,9,9,BOOOOOOOOOOOONE!,7.8,1338,2019-01-27
Shameless,9,10,Los Diablos!,7.8,1299,2019-02-10
Shameless,9,11,The Hobo Games,8.2,1404,2019-02-17
Shameless,9,12,You'll Know the Bottom When You Hit It,8.3,1377,2019-02-24
Shameless,9,13,Lost,8.3,1316,2019-03-03
Shameless,9,14,Found,9.0,2121,2019-03-10
Shameless,10,1,"We Few, We Lucky Few, We Band of Gallaghers!",7.5,1469,2019-11-10
Shameless,10,2,Sleep Well My Prince for Tomorrow You Shall Be King,7.3,1306,2019-11-17
Shameless,10,3,Which America?,7.4,1283,2019-11-24
Shameless,10,4,A Little Gallagher Goes a Long Way,7.1,1284,2019-12-01
Shameless,10,5,Sparky,7.5,1239,2019-12-08
Shameless,10,6,Adios Gringos,7.1,1202,2019-12-15
Shameless,10,7,Citizen Carl,7.5,1192,2019-12-22
Shameless,10,8,Debbie Might Be a Prostitute,7.4,1184,2019-12-29
Shameless,10,9,"O Captain, My Captain",6.9,1247,2020-01-05
Shameless,10,10,Now Leaving Illinois,7.5,1164,2020-01-12
Shameless,10,11,"Location, Location, Location",7.6,1144,2020-01-19
Shameless,10,12,"""Gallavich!""",8.9,2026,2020-01-26
Shameless,11,1,This Is Chicago,7.1,1540,2020-12-06
Shameless,11,2,"Go Home, Gentrifier!",7.3,1268,2020-12-13
Shameless,11,3,Frances Francis Franny Frank,7.7,1328,2020-12-20
Shameless,11,4,NIMBY,7.3,1199,2021-01-10
Shameless,11,5,Slaughter,7.2,1179,2021-01-31
Shameless,11,6,"Do Not Go Gentle Into That Good... Eh, Screw It",7.8,1228,2021-02-14
Shameless,11,7,"Two at a Biker Bar, One in the Lake",7.8,1222,2021-03-07
Shameless,11,8,Cancelled,7.8,1141,2021-03-14
Shameless,11,9,Survivors,7.3,1079,2021-03-21
Shameless,11,10,DNR,7.4,1117,2021-03-28
Shameless,11,11,The Fickle Lady Is Calling It Quits,8.4,1448,2021-04-04
Shameless,11,12,"Father Frank, Full of Grace",6.7,2808,2021-04-11
Hannibal,1,1,Apéritif,8.3,10165,2013-04-17
Hannibal,1,2,Amuse-Bouche,8.1,8572,2013-04-11
Hannibal,1,3,Potage,8.1,7992,2013-04-18
Hannibal,1,4,Oeuf,7.7,7197,2013-04-29
Hannibal,1,5,Coquilles,7.9,7374,2013-04-25
Hannibal,1,6,Entrée,8.5,7232,2013-05-02
Hannibal,1,7,Sorbet,8.6,7439,2013-05-09
Hannibal,1,8,Fromage,8.9,7730,2013-05-16
Hannibal,1,9,Trou Normand,8.2,6878,2013-05-23
Hannibal,1,10,Buffet Froid,8.7,7178,2013-05-30
Hannibal,1,11,Rôti,8.5,6803,2013-06-06
Hannibal,1,12,Relevés,8.8,6920,2013-06-13
Hannibal,1,13,Savoureux,9.2,8368,2013-06-20
Hannibal,2,1,Kaiseki,8.8,7557,2014-02-28
Hannibal,2,2,Sakizuke,9.0,7274,2014-03-07
Hannibal,2,3,Hassun,8.6,6735,2014-03-14
Hannibal,2,4,Takiawase,9.2,7442,2014-03-21
Hannibal,2,5,Mukozuke,9.2,7521,2014-03-28
Hannibal,2,6,Futamono,9.2,7392,2014-04-04
Hannibal,2,7,Yakimono,9.2,7207,2014-04-11
Hannibal,2,8,Su-zakana,8.4,6481,2014-04-18
Hannibal,2,9,Shiizakana,8.5,6401,2014-04-25
Hannibal,2,10,Naka-Choko,8.8,6751,2014-05-02
Hannibal,2,11,Ko no Mono,8.9,6624,2014-05-09
Hannibal,2,12,Tome-wan,9.2,7373,2014-05-16
Hannibal,2,13,Mizumono,9.8,23841,2014-05-23
Hannibal,3,1,Antipasto,8.1,7444,2015-06-04
Hannibal,3,2,Primavera,7.9,6392,2015-06-11
Hannibal,3,3,Secondo,7.9,5901,2015-06-18
Hannibal,3,4,Aperitivo,7.9,5787,2015-06-25
Hannibal,3,5,Contorno,9.0,6726,2015-07-02
Hannibal,3,6,Dolce,8.7,5956,2015-07-09
Hannibal,3,7,Digestivo,9.3,7532,2015-07-16
Hannibal,3,8,The Great Red Dragon,8.5,5353,2015-07-23
Hannibal,3,9,...And the Woman Clothed with the Sun,8.2,5029,2015-07-30
Hannibal,3,10,...And the Woman Clothed in Sun,8.4,5090,2015-08-06
Hannibal,3,11,...And the Beast from the Sea,8.5,5081,2015-08-13
Hannibal,3,12,The Number of the Beast Is 666,8.8,5560,2015-08-20
Hannibal,3,13,The Wrath of the Lamb,9.7,16379,2015-08-27
North &amp; South,1,1,Episode #1.1,8.0,551,2004-11-14
North &amp; South,1,2,Episode #1.2,8.2,505,2004-11-21
North &amp; South,1,3,Episode #1.3,8.1,474,2004-11-28
North &amp; South,1,4,Episode #1.4,8.6,529,2004-12-05
Formula 1: Drive to Survive,1,1,All to Play For,7.8,1426,2019-03-08
Formula 1: Drive to Survive,1,2,The King of Spain,7.7,1241,2019-03-08
Formula 1: Drive to Survive,1,3,Redemption,8.2,1239,2019-03-08
Formula 1: Drive to Survive,1,4,The Art of War,8.1,1150,2019-03-08
Formula 1: Drive to Survive,1,5,Trouble at the Top,7.5,1054,2019-03-08
Formula 1: Drive to Survive,1,6,All or Nothing,7.8,1062,2019-03-08
Formula 1: Drive to Survive,1,7,Keeping Your Head,7.6,1014,2019-03-08
Formula 1: Drive to Survive,1,8,The Next Generation,8.0,1042,2019-03-08
Formula 1: Drive to Survive,1,9,Stars and Stripes,7.6,984,2019-03-08
Formula 1: Drive to Survive,1,10,Crossing the Line,7.7,1001,2019-03-08
Formula 1: Drive to Survive,2,1,Lights Out,7.6,1024,2020-02-28
Formula 1: Drive to Survive,2,2,Boiling Point,7.9,947,2020-02-28
Formula 1: Drive to Survive,2,3,Dogfight,7.7,951,2020-02-28
Formula 1: Drive to Survive,2,4,Dark Days,8.2,1021,2020-02-28
Formula 1: Drive to Survive,2,5,Great Expectations,7.9,948,2020-02-28
Formula 1: Drive to Survive,2,6,Raging Bulls,8.6,1111,2020-02-28
Formula 1: Drive to Survive,2,7,Seeing Red,7.7,909,2020-02-28
Formula 1: Drive to Survive,2,8,Musical Chairs,7.7,887,2020-02-28
Formula 1: Drive to Survive,2,9,"Blood, Sweat & Tears",7.4,876,2020-02-28
Formula 1: Drive to Survive,2,10,Checkered Flag,8.2,943,2020-02-28
Formula 1: Drive to Survive,3,1,Cash Is King,7.4,1034,2021-03-19
Formula 1: Drive to Survive,3,2,Back On Track,7.8,989,2021-03-19
Formula 1: Drive to Survive,3,3,Nobody's Fool,8.0,1015,2021-03-19
Formula 1: Drive to Survive,3,4,We Need To Talk About Ferrari,7.6,947,2021-03-19
Formula 1: Drive to Survive,3,5,The End Of The Affair,7.5,910,2021-03-19
Formula 1: Drive to Survive,3,6,The Comeback Kid,8.5,1128,2021-03-19
Formula 1: Drive to Survive,3,7,Guenther's Choice,7.6,909,2021-03-19
Formula 1: Drive to Survive,3,8,No Regrets,7.1,970,2021-03-19
Formula 1: Drive to Survive,3,9,Man On Fire,9.4,1919,2021-03-19
Formula 1: Drive to Survive,3,10,Down to the Wire,7.2,1059,2021-03-19
Formula 1: Drive to Survive,4,1,Clash of the Titans,7.3,1047,2022-03-11
Formula 1: Drive to Survive,4,2,Ace in the Hole,7.1,958,2022-03-11
Formula 1: Drive to Survive,4,3,Tipping Point,7.0,1044,2022-03-11
Formula 1: Drive to Survive,4,4,A Mountain to Climb,6.8,945,2022-03-11
Formula 1: Drive to Survive,4,5,Staying Alive,7.5,889,2022-03-11
Formula 1: Drive to Survive,4,6,A Point to Prove,7.2,847,2022-03-11
Formula 1: Drive to Survive,4,7,Growing Pains,6.8,848,2022-03-11
Formula 1: Drive to Survive,4,8,Dances with Wolff,7.3,840,2022-03-11
Formula 1: Drive to Survive,4,9,Gloves Are Off,7.7,927,2022-03-11
Formula 1: Drive to Survive,4,10,Hard Racing,8.1,1124,2022-03-11
Formula 1: Drive to Survive,5,1,The New Dawn,7.6,805,2023-02-24
Formula 1: Drive to Survive,5,2,Bounce Back,7.5,611,2023-02-24
Formula 1: Drive to Survive,5,3,Matter of Principal,7.4,580,2023-02-24
Formula 1: Drive to Survive,5,4,"Like Father, Like Son?",7.3,564,2023-02-24
Formula 1: Drive to Survive,5,5,Pardon My French,7.3,550,2023-02-24
Formula 1: Drive to Survive,5,6,Nice Guys Finish Last,7.2,549,2023-02-24
Formula 1: Drive to Survive,5,7,Hot Seat,7.1,546,2023-02-24
Formula 1: Drive to Survive,5,8,Alpha Male,6.7,562,2023-02-24
Formula 1: Drive to Survive,5,9,Over the Limit,7.0,548,2023-02-24
Formula 1: Drive to Survive,5,10,End of the Road,6.9,600,2023-02-24
Formula 1: Drive to Survive,6,1,Money Talks,7.3,590,2024-02-23
Formula 1: Drive to Survive,6,2,Fall From Grace,7.2,491,2024-02-23
Formula 1: Drive to Survive,6,3,Under Pressure,7.6,493,2024-02-23
Formula 1: Drive to Survive,6,4,The Last Chapter,7.4,464,2024-02-23
Formula 1: Drive to Survive,6,5,Civil War,7.3,460,2024-02-23
Formula 1: Drive to Survive,6,6,Leap of Faith,7.3,465,2024-02-23
Formula 1: Drive to Survive,6,7,C'est la Vie,7.0,441,2024-02-23
Formula 1: Drive to Survive,6,8,Forza Ferrari,7.7,450,2024-02-23
Formula 1: Drive to Survive,6,9,Three's a Crowd,7.5,415,2024-02-23
Formula 1: Drive to Survive,6,10,Red or Black,7.6,431,2024-02-23
Formula 1: Drive to Survive,7,1,Business As Usual,7.3,545,2025-03-07
Formula 1: Drive to Survive,7,2,Frenemies,7.3,504,2025-03-07
Formula 1: Drive to Survive,7,3,Looking Out for Number 1,6.9,487,2025-03-07
Formula 1: Drive to Survive,7,4,Carlos Signs,7.5,461,2025-03-07
Formula 1: Drive to Survive,7,5,Le Curse of Leclerc,8.0,498,2025-03-07
Formula 1: Drive to Survive,7,6,Wheels of Fortune,7.5,411,2025-03-07
Formula 1: Drive to Survive,7,7,In the Heat of the Night,7.7,462,2025-03-07
Formula 1: Drive to Survive,7,8,Elbows Out,7.3,394,2025-03-07
Formula 1: Drive to Survive,7,9,Under New Management,7.3,369,2025-03-07
Formula 1: Drive to Survive,7,10,End Game,8.1,419,2025-03-07
Doctor Who,1,1,Rose,7.5,11643,2005-03-26
Doctor Who,1,2,The End of the World,7.5,10258,2005-04-02
Doctor Who,1,3,The Unquiet Dead,7.4,9587,2005-04-09
Doctor Who,1,4,Aliens of London,6.9,9304,2005-04-16
Doctor Who,1,5,World War Three,6.9,9010,2005-04-23
Doctor Who,1,6,Dalek,8.6,10204,2005-04-30
Doctor Who,1,7,The Long Game,7.0,8865,2005-05-07
Doctor Who,1,8,Father's Day,8.3,9698,2005-05-14
Doctor Who,1,9,The Empty Child,9.0,11499,2005-05-21
